,아이디,댓글 내용
505,  GY J,17:32 엇 빽차장님~~~~~~~!!!!
506,  보라해,0:02ㅋㅋ돌려바바
507,  Dr. Doom,저 장관님 예전 그 산부인과 의사랑 같은 배우인가요?
508,  김민관,이거 첨에 몇시간 전에 편집 잘못되서 썸넬에 심수련 강마리가 아니라 심수련 강마였는뎈ㅋㅋㅋㅋ
509,  ᄒ,6:23 여기 악마판사 5회에 나온 곳 아님?
510,  N SIA,어 썸네일 강마에서 강마리로 바뀌었네 ㅋㅋ
511,  12 22,17:28 빽차장??
512,  이프,미친 교육부차관 어디서 많이 봤다했더니 호텔델루나 객실장이네.......
513,  제키팡팡,아까 썸네일에 강마라고 되잇엇어욬ㅋㅋㅋㅋ
514,  해린,6:13 아니 근데 주석경 사진이 왜 하필 저 사진인 건뎈ㅋㅋㅋㅋㅋ
515,  이다엘,평당 오천이면 싸게주네요 ㅋㅋㅋㅋ 주단태 제발 이제 그만 좀 해 우리 수련언니 괴롭히지말라고ㅠㅠ
516,  마고,친일파 후손이 잘도 나오네
517,  랑해사,역시 조폭 마누라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
518,  이경하,강마 뭐얔ㅋㅋ
519,  하늘설희,아니 지아언니 나애교 메이크업이랑 단발 왜 이렇게 잘어울려?ㅜㅜ이렇게 예쁜데 내가 어떻게 안반해;;
520,  gomtang한국인,미췄어(허어어어어어ㅓㅇㄱ) 다들 미춰ㅛ어ㅓㅗㅗ(호어어어어)
521,  go E,13:38 하윤철이랑 이규진이랑 저거 제스쳐하는거 너무 귀여운데 웃김
522,  아기물꼬기,24:00 단태랑 놀아주기엔 너무나도 힘들었던 수련이
523,  소별_,아닠ㅋㅋㅋ주단태 옆에서 깔쨕깔쨕 뭐하냐곸ㅋㅋㅋㅋ
524,  제시카,이게이게 확!!!
525,  민지은,이지아님 놀라는 모습 왜케 귀여우시냐ㅋ
526,  보람,규지니는 항상 급발진 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
527,  잼,13:10 왜 불쌍해지지
528,  오로라소영,주단태가 불쌍해 보여요ㅠㅜ
529,  Alie,Im crying in the corner coz Ji ah unnie is so pretty...
530,  뱁새,12:50 조폭 마누라 짬밥
531,  백앤아펜 비엔나,주단태 목소리 먼대ㅋㅋㅋ
532,  오구용로두,강마리님 사이다 클라쓰가 다르다!!
533,  올리브마니마니,17:31 빽차장님 등장
534,  달님이,이장면 너무 좋아서 언제 올라오나 기다리고 있었는데 ㅠㅠ 수련언니 개멋져..
535,  헤펠 98층 사는 유나,마리 머리 뭔데 ㅋㅋㅋ
536,  믕냥ꯁ,이 조합의 사이다는 체고다..❤️
537,  라젠카,강마리 넘웃겨ㅋㅋ
538,  yy s,봉태규 옷 ㅋ 반바지 다음이 빨간리본이랔ㅋㅋㅋㅋㅋㅋㅋㅋ
539,  시섭,지아누님걸크쩔어
540,  구민지,역시!!갓수련ㅋㅋ
541,  팍리나,아무리 작가가 날고 기어도 LH는 뛰터넘질 못하네 ㅋㅋ
542,  예뉘의 Diary,펜트하우스에서 송회장님이 젤좋아>_<
543,  퀸지아,해yo 해yo ㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋ
544,  마린,주단태팀주단태 이규진 유동필 하윤철 진분홍심수련팀심수련 오윤희 강마리 로건
545,  yooringonghan,"짭라인 진분홍(제 생각엔 실제로 백준희) 왜 없어???근데 규지니,하썅놈 계속해 짭라인인가??? 천수지구 난리난 일이 뒤에..."
546,  마린, @yooringonghan  아하@
547,  yooringonghan, @마린  찐단태가 애매~~~~~~하게...짭단태한테 악연인데 돈 만 믿고보는 도박쟁이 주제...
548,  마린, @yooringonghan  ㅋㅋㅋㅋㅋㅋ
549,  yooringonghan, @마린  록언니 10조 그리고 조모의 전재산 들어 욕심에 티 났어...
550,  ᙏ̤̫ᅘᅘ,"하윤철이랑 백준기는 애매한,,"
551,  김지수,드라마 제대로 안 봤구나
552,  장우영,백준기는 뺍시다. 너무 도박꾼인데다가 로건 폭파사고때 천서진이랑 공모했으니...
553,  마린, @김지수  드라마 제대로 봤구요 맨날 보는데;;;;님이야말로 좀 말투좀 고치세요;;;; 기분 나쁘네
554,  마린, @ᙏ̤̫ᅘᅘ  좀 애매하죠
555,  pluto,심수련 개멋있다ㅎㅎ
556,  김세훈,이드라마는 시즌1 만 재미 ㅇㅈ
557,  하얀섭망울,가가멜ㅋㅋㅋㅋㅋ
558,  KMOE,새끼 마담 제시카 ㅁㅊㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
559,  정지우,5:20부터 짱 카리스마 함
560,  하단tv,오윤희을 도와준 사람과 오윤희가 도와준 사람이 오윤희를 위해 뭉쳤다
561,  삐먕👀,이규진은 아내도 잇는데 여자끼고 머하는거야 ㅋㅋㅋㅋㅋㅋ.ㅋ.ㅋㅠㅠ
562,  모태구,심수련... 진짜 ㅈ나 멋있다....
563,  LEe Eeee,나 펜트하우스 한번도 안보고 이거 보는데 18:08이분 누구야 모델이야 뭐야 반했다
564,  여담,제발 배신하지 마라 ㅜ
565,  모래,썸네일 강마 무엇 ㅋㅋ
566,  shrvl,백차장님 ㅋㅋㅋㅋㅋ
567,  김민주,이렇게보니 심수력 너무 흑화해버린.거 아니냐고! 카리스마 있고 걸크러쉬한데...넘...음...하...
568,  유현,심수련이 나애교로 돌아온다다음 다시된다면 나애교 많이해주세요오랜만에 보니 반갑네요
569,  키초코 쿠,진짜 강마리가 문열때 눈이 소름끼쳤음...
570,  존박의 독학외국어 - 외국어 독학하기,재미있게 잘 보고 있습니다. ^^
571,  김민지,윤철규진 단태 옆에서 재롱부리는거 왜이리 웃기냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아ㅋㅋㅋㅋ
572,  최정호,왜 한주에 한회씩 하냐고 안볼란다 걍 다운받아서 볼꺼임 인기 좋아지니까 꼼수쓰나 ㅋ 나도 꼼수쓴다 항상 마지막은 똑같지 방송국놈들...
573,  helloimsusan,제시카ㅋㅋㅋㅋㅋㅋ
574,  오류,5:10 이쟈님 연기 너무 잘 하는거 아니냐고...ㅠ난 이걸 왜 20번이나 돌려 보고 있는 건데......
575,"  [한지현님]주석경[,이지아님]퀸수련",ㅋㅋ주다ㅏㄴ태쌤통
576,  이진호좋아서부신벽만415개,17:29 엥? 백차장?
577,  채은,강마 ㅋㅋㅋㅋ
578,  Yubin Kim,ㅋㅋㅋ아 페북에서 누가 심수련한테 한대맞고 기절한 주단태 ㅇㅈㄹ했는데 ㅋㅋㅋㅋㅋㅋ기절할만 했잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
579,  사다함팬튜브,ㄹㅇ 기절 안하는게 이상하짘ㅋㅋㅋㅋㅋㅋㅋ
580,  블루 아카이브,진짜 사람죽일 각오로 총을 든 사람은 자신이 총 맞을 각오도 하고 총을 들어야 하는데 심수련씨는 그럴 각오가 되있는듯....펜트하우스의.결말은 피해자도 가해자도 선과 악들도 전부 다 파멸엔딩 하는게 아닐까? 하는 생각이....엄기준은 결코 자기가 죽는다 한들 혼자서 저승길 갈거 같진 않음 반드시 누구든 같이 함께 저승길 가려할거 같음
581,  마기라스,재니아빠 :유동필
582,  ss h,하도 통수를 치는 드라마라 진짜 봐도 모르겠다 ㅋㅋ
583,  누구세요?,마! 강하다! 강마!!
584,  지금이순간,객실장님...♡
585,  MG맨0,바로달려왔즤용(이번주 결방 ㅠㅠㅠㅠ)
586,  김홍연,꿀잼
587,  리기모딱따구,"13:36 아니 윤철이랑 규진이 꼼지락거리길래 다시 돌려봤는데 시공간이 오글아드는 기분이 이런걸까,,,? 안 본 눈 삽니다,,"
588,  무릎팍도사팍팍,회장님 최고 작가님 자주등장 부탁드립니다 멋쨍이 회장님
589,  민달팽이,와중에 저 드라마 권력자가 마리수련 편이라는게 너무 든든해..
590,  워트Wort,3:06 에 브금 '천서진~ 천서진~' 나만 이렇게 들리낰ㅋㅋㅋ
591,  연서,21분전!!
592,  여은,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄴ
593,  j im,13:25  ㅋㅋ 아이고
594,  selena oh,11:44 후에 녹음한건가? 입모양이 달라버림
595,  쌈무 사랑해,"진짜 심수련이 좀 좋은 삶을 살았음 좋겠다,,.."
596,  비인요오나아,+ 로나도
597,  성이름,+ 마리도
598,  쌈무 사랑해,+ 제니도
599,  유 비 ლ,ㅋㅋ
600,  원숭이,천억원경이 있는 사람이 있어?!
601,  녹차가 좋아,나 마리씨 오렌지 머리색 바뀌고 나서 처키 생각났어ㄷㄷㄱㅋ
602,  나는아무것도몰라요,삼마마 대장  회장님 너무 멋있다 자기 사람의 부탁이면 모든 한다는게 너무 멋있다
603,  볼펜,아니.. 근데 뜬금 없긴 한데.. 지아언니 단발 진짜 너무 존예다ㅠㅠ ㅈㄴ 이뻐요 언니ㅠ
604,  생갈치우주,와 저렇게 펜트하우스를 뺏어가는 거구나 ㅎㄷㄷ
605,  Geon-ho Kim김건호,12:49 20년 전 조폭마누라 부활
606,  마기라스,10:6   강마리 옆에있는사람  스텔라 천  아닌가?
607,  유야미,마리언니 나 죽어 😖 넘 멋있어😖
608,  Just a stranger,SARANGHAE LEE JI AH
609,  지나가는 잡덕 댓글러,오 16분전!!
610,  방탄소년단,이 조합 웬지 잘 어울린다....!!!
611,  yey3he hag,아니 근데 처음부터 얼굴에 피묻쳐서 죽이면되잖아ㅋㅋㅋ
612,  폴킴,새끼마담이라고 할때 빵터짐ㅋㅋㅋㅋㅋㅋ
613,  캡틴 아이스쿠키,1:44이제 알았어?
614,  권지유,12:50
615,  심수련,이쁘게 봐주셔서 감사해요 .~
616,  없는사용자입니다,델루나 차관님 오랜만이에요 ㅜㅜ 그리웠어
617,  서연,13:27  성명 나애교. ?
618,  잔디,6:25아니 병원에서 나왔던 사람도 그렇고 이 사람도 그렇고 왜 까메오로 등장하는 사람들은 다 싸가지가 없냐
619,  히유彡,마지막에 ㄷㄷ....
620,  은선,마리 무서워 ㄷㄷ
621,  김근정,규지니~~ 주너랑 같은옷입었자냐~~ㅋ
622,  포르테,결국 다 죽는 엔딩... 새드엔딩도 아니고 해피엔딩도 아니고애들까지 전부 다 죽어야 끝나는 드라마가 되겠.ㅋㅋㅋㅋㅋ
623,  이채널 구독하면 연애운💘99.99%증가,12:20^◇^인싸규진 ㅋㅋ
624,  손손,근데 신은경 진짜 안늙는다.50넘지않음?
625,  정신 좀 🍒새염.,썸넬 왜 강마야
626,  로건박,강마리 볼때마다 개웃김ㅋㅋ
627,  단비꽁☃️❄️,수련님이 마리님보다 재산이 더 많으셔서 마리님이 '사모님~' 이러고 다닐것 갗은 이 느낌 적인 느낌은 뭐죠..? 에라이 주단태 지옥에 떨어져서 하이Z 성공 할때가지 성악이나 해라!!!
628,  빵빵오리,17:30 빽차장 요런 사업할라고 정승 나간겨?
629,  꼬마,7000억:안녕~
630,  퀸즈,차관님 배우 마리보다도 겨우 한살어린게 충격...
631,  지나가다 하고싶은말 하고 사라진다,"심수련 ""악마는 악마가 상대해야죠"" 대사에서 나만""디아블로 스카챠 랄토르"" 생각남??(빈센조)"
632,  껑껑이,강마리도 이미지 세탁 참 잘된듯 ㅠㅠ 씁슬하네
633,  알럽스트로♡,진짜 걸크 오진다..
634,  안즈,그러면 천서진이 오윤희죽인거 아니에요?
635,  Gayoung Lee,저 둘 멋지다…..
636,  김윤민,난 왤케 주단태가 몰락해가는게 기분이 좋냐
637,  킴쟈니,강마레 왤케 웃긴지 ㅋㅋㅋ 알렉스리 빙의함
638,  김윤서,4:43 에 드라마의 의미? 를 알려주는것 같음. 펜트하우스가 정말 사람 죽이는 드라마로 알고 있었는데 죄를 지어도 법은 범죄자도 보호한다(?) 약간 이런 억울한 뜻을 담고 있는거 같음
639,  김복순,나이말해요
640,  Sommi,Wowww no me esperaba esto
641,  이경은,델루나💕
642,  클래시몬,"썸네일 수정했네,원래 심수련x강마였는데 ㅋㅋ"
643,  pharm Dr,로건리(이미 살아났지만)랑 오윤희 둘 중에 딱 한명만 살아돌아올 수 있다면 다들 누구를 원하시나요??
644,  크루세니크,13:46 뭐냐 이거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 방심하다 개 터졌었는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
645,  H,와...마리수련 새로운 케미다...뭔가 어울려 우리 윤희 억울함 풀어줘요!
646,  앙글절대지켜,저 술집 진짜로 토악질 나옴..
647,  kjeonga81,제시카♡
648,  안성후니,진짜 저회사 다니고싶다.
649,  Kaila Auza,"I need bloopers. And I want see more shim suryeon and dr. Ha in one scene frame, please? I love them both!!! I hope they're married in this drama😥"
650,  정적부적,성매매가 이래 나오나ㅡㅡ 도른 드라마...
651,  옍쀼,썸네일에서 강마리 좀 무섭(?)다..
652,  Mikulive Channel,"장난치지마, 너도 모르는 사이에 만날거야.🤣 24:28 KO"
653,  가영 김,주단태뒤에더좋은 금이있는데...
654,  Yhang Tan,"I can't understand anything but 1 thing is for sure, most of them wanted Dan Tae's downfall, holding grudges ."
655,  김정훈,심신미약적용된다...ㅋㅋㅋㅋㅋ
656,  주석경❤️‍🔥,지아언니 마지막에 멋있다
657,  김수정,캣츠..?
658,  장우영,"댄싱머신 강장관과 하윤철, 규지니의 칼군무.~~"
659,  프로미련러,중간에 남자 개웃기다궄ㅋㅋㅋㅋㅋㅋㅋㅋ 강마리가 안 해? 이러니까 해여해여 이러는 겈ㅋㅋㅋㅋㅋㅋ
660,  ᄋᄉᄋ,와 단태 아저씨 연기 진짜 깉다 다친거 와우 짜짝
661,  펀치냥냥,너무 질질 끌어서 재미없음..
662,  윤현동,수련♡현동
663,  강현국,짭단테 죽었당☺😘💝💟❣🥔
664,  게임하는 봄이,송회장도 주단태한거죽는거아님? 불안한데 눈빛이
665,  콩순E,장담하는데 이건 절대 있을 수 없는 일임그냥 재수없어서 눈까리를 글케 뜬 거지
666,  게임하는 봄이, @콩순E  그래도 불안한데 ㅜㅜ 회장님죽으시면 완전 스토리 꼬이는데
667,  오진승그림자,와 삼마마 👍
668,  Leon 5,역시 강마리 아줌마 선역화된게 좋네요
669,  재희,제가 펜트하우스를 안봐서 그런데 5:40 이때 오윤희가 심수련한테 할려고 했던 말이 뭔가요?
670,  Sang sa park,❤❤❤❤❤❤❤❤❤
671,  메로나,번갈아 목조르기 왜케 웃기냐 ㅋㅋㅋㅋㅋ 본인 할 말 해주고 상대방이 말할 수 있게 목 졸려주는 것 같음 ㅋㅋㅋㅋ
672,  luculent,썸넬 순간 홍설인줄
673,  키초코 쿠,3등
674,  윤가원,20:34 이 부분은 목소리도 떨리고 말도 좀 더듬고 고개도 많이 까딱거리고 하는데 20:47 이 부분은 까리하게 탁 던지는게 너무 계획한거 티나고 웃겼다... 삼마마 송회장님 최고ㅠㅠ
675,  IMJIN PARK,심 마마 대상 갑니다.
676,  혜민,12:24  인스타아이디 규진도 아니고 규지니 ㅋㅋㅋㅋㅋㅋ
677,  명탐정천서진,태후마~마
678,  Alleg Lill,"펜하판 새로운 사이다 인물 3마마, 송회장님"
679,  ❤❤❤난 예쁜 공주❤❤❤,난 수련시 미안해요 할때 수련씨 죽이려는줄....
680,  망덕 MANGDUCK,펜하2 후반부터 본 사람은 썸네일 강마리를 보고 매우 충격입니다..
681,  💘록련큐피드💘,강마리 심수련 꼭 주단태 천서진 끝장내자!!!!
682,  Theresia Shinta,❤️❤️❤️
683,  Irish Najelle,❤️❤️❤️
684,  지윤,이지아 단발 너무 예뻐
685,  inoh kim,천선지ㅡ  악마
686,  예림Ye-Rim,솔직히 둘이넘 차이나는것같아  제시카가뭐야 가발좀 잘좀 하지  나애교는 넘 이쁜데  그리고 요번 화에서  충격인거 주단태 진짜  여동생이  오윤희였다는거 진짜  윤희일까? 글구 윤희좀  살려줘 ㅠㅠ
687,  유은,윤희 아니고 준희 아니에요..?백준기 백준희
688,  예림Ye-Rim, @유은  저도 그렇게 들었는데  준희는 없고 자세히  들어보면 윤희에요!
689,  뗑컨, @예림Ye-Rim  펜트하우스 제작진 측에서 준희라고 공식적으로 기사냈어요
690,  예림Ye-Rim, @뗑컨  그래요?
691,  벨롱이,룸방 악마판사에 나온 룸방하고 똑같누 ㅋㅋㅋㅋㅋㅋㅋ
692,  황순자,참교육 잘했네요
693,  mckloud kim,볼수록 ×팔리네요.이제 그만 끝네세요! K드라마 명성 먹칠하지말고~~~
694,  쥰내라구용 ఇ,썸넬 강마리 머리 왜그래?
695,  하픽스블 기부해주세요,13:25 나애교?+ 22:22 겁나 사이다
696,  삐콤C영,소문듣고 시즌2는 어찌어찌봤는데 참....배우들이 아깝다는 생각뿐...ㅎㅎㅎㅎ
697,  귀여운동물친구들사랑해,궁금했던건 저중에 5억의 주인은 누구였을까? 아님 시간안에 못찾아서 아무도 못 받았을까? 아님 받았을까?ㅋㅋ
698,  호떡,이규진이랑 하윤철이 나가리되려낮
699,  내 프사 크리스마스 때 너,그래서 어떤 아가가 돈 먹었는데
700,  김시온,"펜트하우스 드라마에는 ""인간""이라는 생물이 있을까?"
701,  순옥킴,주혜인..??
702,  msk,일단 다 인간이지...사람인지는...
703,  오타쿠,본방 봤는데 몰랐네
704,  뽀록난오리,단태 목조르는게 이제 일상이구나..
705,  한정규,12분
706,  젠돌이,썸네일에 강마?
707,  뿜니쟁이,왜 나는 마리가 배신할까 봐 불안하냐ㅠㅠ
708,  Fire Dragon,내 채널에 조수민(민소라)이 노래하는 새 비디오가 있습니다. 꼭 보세요. 그녀는 매우 아름답게 노래합니다.
709,  Free Style Aviation :Flightsim&GTA5,주서방파 두목 심수련한테 이젠 밀리네 ㅋㅋㅋ
710,  처돌이여러가지처돌이,ㅋㅋㅋㅋㅋㅋㅋㅋ아니.. 주단태가 말할때마다 하윤철 안무? 비슷한거 하는거 왜이렇게 웃기냐... 그런 얼굴로 그런 바보같은 짓 하지 말라고
711,  owly123,0:02
712,  빵꾸똥꾸,2:32 이지아도 사람아니야하늘에서 내려온 천사지
713,  리니,이 케미 좋아용
714,  민민,어떤 분석 영상에서 저 금바 한개에 9억이라고 분석 했는데 ㅋㅋㅋㅋㅋㅋㅋㅋ 저거 100억도 넘을듯
715,  별 별,심은진 연기 엄청 잘하는데 이번편 몰입도 안좋아 연기가 집중안돼.13:46겁나웃겨 낮에도 열심히사는데 밤엔또수술하랴
716,  내 프사 크리스마스 때 너,이것은 마수리 캐미인가요? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
717,  백지,이젠 펜트하우스를 어떻게 사람을 말이되게 살리는지 보게됨ㅋㅋ
718,  임유,언니!어떻게안할수가있어요네
719,  검스사랑 현아,상상을 못하는 반전의 드라마 잘보고가요
720,  송도경,16:10
721,  망고녀,썸네일 나만 손민수 같냐?
722,  Aadyasha Suman,Me waiting for someone to provide me eng subs and eng comments
723,  смешной,돈누가 받았는지 궁금하당ㅠ
724,  조준형,처음에 심수련 이쁘다ㅜ
725,  으에아,근데 규진이는 도대체 언제 크게 넘어지지? 진짜 개꼴보기싫은데
726,  케이크를먹으라고해빵이없으면,강장관 역 저 남자 어디나왔더라 어디서 멋있게 나오지않었나 엥.. 거 .. 그 뭐냐 치킨파는 경찰들 영화에 그 약올리는 옆팀 팀장이였나..??
727,  Malemnganbi Moirangthem,First english comment😌
728,  김민재,강마리 강설이 됬어(강마리+홍설)
729,  ᄋᄋ,아가씨 불러서 노는 거 ㅆㅂ... 우웁
730,  IlllIIllIIlIIlIlIllIIlI IllIllIIIlIlllIIlI,아니 규진이 옷 왜 이래
731,  장효은,다 개판
732,  꿀토링๑•ɷ-๑♥,저 차관 분 호텔델루나에 나오신 객실장님 아닌가
733,"  편태기,잠수 하는 욜리추리",나만 오늘영상 단탱이가 좀 불쌍하나??🤔🤔
734,  불쾌지수 때문에 노이로제 걸린 요리사가 쟤니??,와 심수련 야마돈거 캐 멋있어...마리는 시즌2때도 그렇고 본인이 어디로 붙어야 하는지 잘 알고 있는 것 같다
735,  딩젤🌿,마련 조합 쩐다
736,  Pilljae Miyamoto Ko무지개피아노,현실적으로 주단태 족칠려면 삼마마를 뒷빽으로 둔 강마리랑 심수련이 손잡는게 나을수도
737,  Dayang Suhana,24:42
738,  Already ready,악 델루나 !!!!!!! 델루나 그분이다 마담 !!!!!!!
739,  세젤귀마법사,백준기 맞는모습 속시원해
740,  왕자림,왜 썸네일 언급 아무도 없엌ㅋㅋㅋ'심수련X강마' 로 됐는뎅ㅋㅋㅋㅋ 강마리도 아니고 강마ㅋㅋㅋ
741,  이사밸 play list,강마리로 되어있는데....
742,  왕자림, @이사밸 play list  썸네일 바꼈네요..ㅜㅡㅜ
743,  love Chanbaseball,마리윤희수련 케미가 보고싶다ㅜ
744,  배추,갑자기 빈센조...?
745,  유령 민,펜트하우스는 남편들이 왜 다 이상하지(아직까진)
746,  실버체조강사,25:00
747,  잘만잘잠,정승네트워크 차장님 아니 사장님정승탈출하시더니 출세하셨어
748,  정예은,주단태 죽은거야? 예!! 파티다!~
749,  남서윤,마지막에나온 장소 악마판사에 나온 그곳 아닌가?
750,  질서가정연한정연씨,아니아니 그래서 우리 윤희 어따 숨겼어
751,  이쟈,약물없이도 주단태 기절시키는 퀸수련 무릅 ㅎㄷㄷ
752,  장감독 이 바닥 발 뗀다 떼,수지니때부터 단발 오지게 잘어울려 증말...
753,  은지곤지,주단탱 진심 망했으면 좋것따ㅠ 제발 퀸수련 화이팅!!강마리도 화이팅!!! 윤희 절대살려ㅠ
754,  홍조이 simplelife,영재쓰 영상보고온사람@
755,  이한솔,펜트하우스 시즌3 화이팅 하세요
756,  와니,앞으로의 이 둘 케미 좀 많이 기대돼
757,  ㅡ,"맞아 내가 죽였어 뭐, 불만있어?"
758,  스마일활짝,사이다ㅎ
759,  ?나야?,킹수련! 역시….쵝오야
760,  산오,이야기가 어떻게 흘러가는지는 모르겠지만 이 조합 신선하고 재밌네 ..
761,  Dayang Suhana,24:40
762,  키냐,미쳐쒘
763,  서누,음악도 찰떡…
764,  홍두깨,신은경  연기 므쪄
765,  helloimsusan,나도 나비 하고 싶다
766,  늑대,8화 결방 맞나요? 아니라면 언제 어디서 하나요
767,  관심없어,저기 윤차관이라는 사람 뽀로로 성우아님?
768,  마유리,누가 나도 골드바 그냥 가지라 햇음 조컷네
769,  미러 미러 만화세상 (미스터 견),강마리 가 은혜 갚는다 그라는데 송 회장한테 위기가 생길 뜻 한데 그거에 대한 떡밥?
770,  INFP,마리X수련.. 이거슨 마라맛 수련인 건가..!
771,  뉴트리아,심수련×강마리가 맞는 거 아님?ㅋㅋ스브스 맞춤브업~ㅋㅋ
772,  제니,현실적으로는 주단태 만 죽이면 되는건데.. 너무 질질질..
773,  박홍조,제니한테 엄마 취직했다더니 가발쓰고 심수련 돕고 있음ㅋㅋㅋㅋ
774,  키작은 판다,펜트왜오늘안하지
775,  MoK٭뉴얼옐로 YourYellow,주단태: 1억 드리갰습니다 ㅎㅎ제시카: 않해? 뒤진다
776,  전주이씨,강마리 불같은 성격 ㅇㅈ? ㅇ ㅇㅈ
777,  인성이 먼저,조폭 마누라 드디어 등장했다멋져부려
778,  제주여행,👍
779,  꼬미엄마,진천댁이 찐 이었다
780,  쿤타킨테,강마리 왜 홍설됐어
781,  주영,요기 9분전인데 댓글도 참 많네 ..
782,  김금순,참 글을 어떻게 쓰길래 압뒤가 안맞아 시청자를  놀리는거야
783,  yuna0787,몇등인지는 모르지만 빨리왔다
784,  무갸,하 우리 온냐들 너무 멋지잖아
785,  신디,결국 몇 시간 안에 찾았나요?
786,  엊인 이,단탱 단탱 단탱
787,  탑월드,"주단태 는 심수련 에게 말빨도 딸려요 , 싸움실력도 안되요. , 아는것 도 없어요 . , 결론은 비서 를 시켜서 대 해결 하는 피곤한 스타일 !"
788,  이유민,아 저 장관? 남자배우 이름 뭐더라..
789,  잠올쯤,옆집 광자매는 올림픽때 한시간뒤에 방영하는데 왜 sbs는 이런걸까 광고수익비 등 훨씬이득일 껀데 왜! !   현기증날거 같아 올림픽선수들 응원합니다 화이팅
790,  할루,오옹
791,  배스킨라빈스31,주단탱 개망해라
792,  김근환,"작가, 너 계획이 있었구나?"
793,  맹Gu,심수련 헤어스타일 유행하면 좋겠다 ㅎㅎ
794,  ᙏ̤̫ᅘᅘ,설마 오윤희가 큰 역할을 한다는게 저런 조사를 다 해주고 죽는다는 거...?
795,  CH4SE,가발은 왜 쓴겨….
796,  tseelhagva Regzen,Whyudh🥿
797,  official,Subtitle Indonesia plis🙏🙏🙏🙏🙏🙏🙏😭😭😭😭😭😭
798,  민초파 엔픞피,나만 저번화 단탱이 불쌍했냐
799,  패용,도예(애)건설이라고 할때 주단태 왜 저러는지 설명해술 사람..?
800,  너굴아,"뭔가 하윤철 주단태 배신 할거 같은데,,"
801,  Janet Pagsanjan,ajuma is soooooo cool😂😂😂😍
802,  푸른바나낭,주단태 악행 안 보고 과거만 보면 불쌍한데 그런 애가... 이렇게 크면 어떻게...
803,  말씀중에 죄송합니다 우리흥민이..,동해물과백두산이마르고닳도록하느님이보우하사우리나라만세무궁화삼천리화려강산대한사람대한으로길이보전하세~
804,  wjdrnr wjs,대치동 살고 강남 8학군 고등학교 다녀서 자꾸 깜짝깜짝 놀라네..ㅋ
805,  hj y,'심수련×강마'에서 심수련×강마리 됬노
806,  buzz love,갑자기 빈센조가 되버렸어
807,  이정자,나애교 아니에요?...ㅋ
808,  🍈Olivia,심수련이 숏컷이면 개웃기겠다
809,  단비,마리도 시즌1때 윤희를 못되게 굴었지만 시즌2때는 윤희와 화해하고 나서 둘이 친자매처럼 지내다가 시즌3때 윤희가 죽고나서 마리도 결심한듯 수련한테 모든 사실을 다 털어내서 같이 복수하는거 너무 좋다 ㅠㅠ 제발 마지막까지 복수에 성공하면 좋겠다!!
810,  Rosegold,아 주단탱은 근데 왜 맨날 똑같은데 피가 나냐 ㅋㅋㅋㅋㅋㅋㅋㅋ 대가리가 있으면 그 대가리로 생각을 좀 해봐라 단탱아 ㅋㅋ 맨날 심수련 목 졸랐다가 똑같은곳에 뚝배기 깨지잖앙ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
811,  오리,하윤철이 주단태 배신한건가?
812,  Gina Kim,맞아요 한국 법은 무능해요
813,  꾸독자 감사해요 솜망스타,가슴이 웅장해진다
814,  은별 고,명문고보다 명문 학원 유치가 집값엔 좋을텐데
815,  로건리,수련씨...............
816,  핫초코,주단태 머리 피나는거 걱정ㅠ 마리수련 조합 짱 좋은듯 ㅇㅈㅇㅈ
817,  유은정,심수련이랑 강마리랑 얘기하는 여자분 누구예요??
818,  키다리,여러분 그냥 슬의봐요
819,  달빛소녀,마리×수련 케미 짱이다
820,  ㅇㄷㅇ,와
