newsname
물뿌리기 ㅋㅋㅋㅋㅋ
겨울이 우는겨 다음주에
현정화 말고 남자도 탁구 했던데
현정화도 카메오
전개인 적으로 슬3나왔으면좋겠어요
넌내게 반했어 음원 안나오나나는 너 좋아 보다 빠르던데전미도가 음원 부르나넌내게 반했어 고음에 록 음악 아닌가
어제 아까비 본사 놓쳐서 다시보기 하는데 탁구대회 익준쌤 듀스춤 웃겨요
오늘 오후 12시 정경호 회상 발매예정 어제 나온곡 노브레인- 넌내게 반했어
인턴이 장겨울 좋아하는듯요
법조드라마도 이렇게 다큐식으로 만들어라. 허무맹랑한 판검사변호사만 나오고...
어제 나온 노래들 제목 알려주세요ㅠ
카메오 유재명님 출연했네
민하야~~1x의 고백이 남았어~🧸

슬의 의학다큐 nope. 애드립쇼 nope nope. 삼류드 절대 nono.병원배경 들마를 의학다큐로 착각하나바. . .
시즌은 계속되어야합니다.정말 따뜻하고 마음도 짠하고.희망과 감동을 주는.너무 멋진 드라마입니다.
사람 사는 희노애락을 발란스 있게 구성한 슬의 제작진과 출연진 모두 넘 감사드려요👏👏👏👏
🐻 🐻 🐻 🐻 ㅎㅎ
병원과 수술만 나오면 재미없는데,.. 인간적인 살아가가는 모습과 에피소드들도 같이 나오니 넘 좋고 재미있고 감동적입니다슬의생 감사합니다!!~
너무너무 재미있답니다매주 목요일 기다려져요
졸지에 삼류 드라마로 바뀜.이게 의학 다큐인지 에드립쇼인지… 안타깝습니다 신원호 피디님.
슬의생3 꼭이요^^요즘 슬의생보는 낙에 삽니다!!!!!
시청률 12.8
담주에겨울이울던데...정원이한테얘기하려나?
익준의 본캐가 너무 인간적이고 긍정적인 역할이라 그런지 광고도 많이 찍었네
이런 의사쌤 생각보다 많음 우리 동네 어린이병원 선생님도 그러심
조정석배우 이번에 진기주배우랑 영화들어가던데 ㅎ잘부탁합니다♡
응팔 도뇽룡 아빠 유재명 카메오 앞뒤로 나오넹
여기 나온 의사쌤들 비현실적이라고 하지만.. 그제 백신 맞은 가까운 동네 병원 의사쌤도 친절하시더라 🤗
시즌 3안하면 저 죽어요사람하나 살리는 셈 치고 시즌 3 해주세요ㅠㅠ
수도권
슬기로운 의사생활 9화 시청률 전국
슬의에서 나오는 의사들은 현실엔 없다는것.드라마로 만족합니다
익준오빠의 빅픽처
익준 오빠의 배려
익준남매는 천생적으로 유쾌상쾌통쾌
그래도 한순간의 사고로 응급실에 도착해도 안타까운 죽음을 맞이한다는것
응급실의 생과 사의 길 .. 한장면이 떠오른다 바로 옆에서 cpr 하던 의사쌤들의 노력애도 끝내 의식 잃고 돌아가신 분 그분을 잊을수 없다 죽음에 대한 공포를 직접 봤던 .. 그리고 울부짖던 보호자분 응급실의 긴박한 순간.. 되도록이면 병원 갈 일이 없게 몸관리 해야 한라는걸..
너무너무 감동이 넘치는 드라마이네요 계속 했음 좋겠어요 정경호님의 회상 ~산울림 노래인데 이렇게 좋았나여 빨리 발매 기다려요.ost까지도 짱이네요 설레이네요~~
당연히 지지 전탁구 선수들 하고 탁구를 치는데
물뿌리기 ㅋㅋㅋㅋㅋ
겨울이 우는겨 다음주에
현정화 말고 남자도 탁구 했던데
현정화도 카메오
전개인 적으로 슬3나왔으면좋겠어요
넌내게 반했어 음원 안나오나나는 너 좋아 보다 빠르던데전미도가 음원 부르나넌내게 반했어 고음에 록 음악 아닌가
어제 아까비 본사 놓쳐서 다시보기 하는데 탁구대회 익준쌤 듀스춤 웃겨요
오늘 오후 12시 정경호 회상 발매예정 어제 나온곡 노브레인- 넌내게 반했어
인턴이 장겨울 좋아하는듯요
법조드라마도 이렇게 다큐식으로 만들어라. 허무맹랑한 판검사변호사만 나오고...
어제 나온 노래들 제목 알려주세요ㅠ
카메오 유재명님 출연했네
민하야~~1x의 고백이 남았어~🧸

슬의 의학다큐 nope. 애드립쇼 nope nope. 삼류드 절대 nono.병원배경 들마를 의학다큐로 착각하나바. . .
시즌은 계속되어야합니다.정말 따뜻하고 마음도 짠하고.희망과 감동을 주는.너무 멋진 드라마입니다.
사람 사는 희노애락을 발란스 있게 구성한 슬의 제작진과 출연진 모두 넘 감사드려요👏👏👏👏
🐻 🐻 🐻 🐻 ㅎㅎ
병원과 수술만 나오면 재미없는데,.. 인간적인 살아가가는 모습과 에피소드들도 같이 나오니 넘 좋고 재미있고 감동적입니다슬의생 감사합니다!!~
너무너무 재미있답니다매주 목요일 기다려져요
졸지에 삼류 드라마로 바뀜.이게 의학 다큐인지 에드립쇼인지… 안타깝습니다 신원호 피디님.
슬의생3 꼭이요^^요즘 슬의생보는 낙에 삽니다!!!!!
시청률 12.8
담주에겨울이울던데...정원이한테얘기하려나?
익준의 본캐가 너무 인간적이고 긍정적인 역할이라 그런지 광고도 많이 찍었네
이런 의사쌤 생각보다 많음 우리 동네 어린이병원 선생님도 그러심
조정석배우 이번에 진기주배우랑 영화들어가던데 ㅎ잘부탁합니다♡
응팔 도뇽룡 아빠 유재명 카메오 앞뒤로 나오넹
여기 나온 의사쌤들 비현실적이라고 하지만.. 그제 백신 맞은 가까운 동네 병원 의사쌤도 친절하시더라 🤗
시즌 3안하면 저 죽어요사람하나 살리는 셈 치고 시즌 3 해주세요ㅠㅠ
수도권
슬기로운 의사생활 9화 시청률 전국
슬의에서 나오는 의사들은 현실엔 없다는것.드라마로 만족합니다
익준오빠의 빅픽처
익준 오빠의 배려
익준남매는 천생적으로 유쾌상쾌통쾌
그래도 한순간의 사고로 응급실에 도착해도 안타까운 죽음을 맞이한다는것
응급실의 생과 사의 길 .. 한장면이 떠오른다 바로 옆에서 cpr 하던 의사쌤들의 노력애도 끝내 의식 잃고 돌아가신 분 그분을 잊을수 없다 죽음에 대한 공포를 직접 봤던 .. 그리고 울부짖던 보호자분 응급실의 긴박한 순간.. 되도록이면 병원 갈 일이 없게 몸관리 해야 한라는걸..
너무너무 감동이 넘치는 드라마이네요 계속 했음 좋겠어요 정경호님의 회상 ~산울림 노래인데 이렇게 좋았나여 빨리 발매 기다려요.ost까지도 짱이네요 설레이네요~~
당연히 지지 전탁구 선수들 하고 탁구를 치는데
물뿌리기 ㅋㅋㅋㅋㅋ
겨울이 우는겨 다음주에
현정화 말고 남자도 탁구 했던데
현정화도 카메오
전개인 적으로 슬3나왔으면좋겠어요
넌내게 반했어 음원 안나오나나는 너 좋아 보다 빠르던데전미도가 음원 부르나넌내게 반했어 고음에 록 음악 아닌가
어제 아까비 본사 놓쳐서 다시보기 하는데 탁구대회 익준쌤 듀스춤 웃겨요
오늘 오후 12시 정경호 회상 발매예정 어제 나온곡 노브레인- 넌내게 반했어
인턴이 장겨울 좋아하는듯요
법조드라마도 이렇게 다큐식으로 만들어라. 허무맹랑한 판검사변호사만 나오고...
어제 나온 노래들 제목 알려주세요ㅠ
카메오 유재명님 출연했네
민하야~~1x의 고백이 남았어~🧸

슬의 의학다큐 nope. 애드립쇼 nope nope. 삼류드 절대 nono.병원배경 들마를 의학다큐로 착각하나바. . .
시즌은 계속되어야합니다.정말 따뜻하고 마음도 짠하고.희망과 감동을 주는.너무 멋진 드라마입니다.
사람 사는 희노애락을 발란스 있게 구성한 슬의 제작진과 출연진 모두 넘 감사드려요👏👏👏👏
🐻 🐻 🐻 🐻 ㅎㅎ
병원과 수술만 나오면 재미없는데,.. 인간적인 살아가가는 모습과 에피소드들도 같이 나오니 넘 좋고 재미있고 감동적입니다슬의생 감사합니다!!~
너무너무 재미있답니다매주 목요일 기다려져요
졸지에 삼류 드라마로 바뀜.이게 의학 다큐인지 에드립쇼인지… 안타깝습니다 신원호 피디님.
곰돌~~~킹왕똥멍충 하자말자~~~*
우쥬우쥬~~~~*분량 많음 좋겠당~~🍭
보기만해두 좋으당~~~🍭
심쿵~~~~*
희성쌤 쭉 시즌3까지 계속 출연 원해여. 스크럽 넘 잘 어울림.
익준이 쌘스 진짜 어쩔거야... 가장 친한 친구랑 가장 사랑하는 동생이 힘들어하는거 보고 말 없이 챙겨주고 지켜주고 가장 좋아하는 사람에게도 불편하지 않게 숨어서 도와주고 적당히 거리두고 매력넘쳐.. 참된인간이다 진짜 부족한게 머임...?
진짜 익준이랑 추쌤같은 친구 있으면 너무 행복할듯 평생 친구 삼고 싶을 정도로 좋아...ㅠ
익준이진짜 멋있다
복식은 반갈아가며 쳐야하는데 유재명 배우 혼자 계속 쳐서 실격
영상의학과 간담췌외과 탁구 왜 실격인거에요?
익송커플 너무 좋아요...
익준씨 너무 멋져요.. 동생을 위해 ㅠㅠ
송화도 익준씨를 좋아하고 있었네요ㅠㅠ 그 채송화 이익준커플 잘됬음 좋겠어요
전 이제야 봤네여ㅠㅠ
넌내게 반했어
밴드곡모죵
오늘 밴드곡 뭐였나요?
저도 이만 자러가봐야겟네요 ㅎㅎ 해피님 소년님 대화 너무 좋앗어요두분 모두 건강하시구 행복하세요! 안녕!
네 우리 모두 잘자요
중간에는 cg더라구요
슬의생3 꼭이요^^요즘 슬의생보는 낙에 삽니다!!!!!
시청률 12.8
담주에겨울이울던데...정원이한테얘기하려나?
익준의 본캐가 너무 인간적이고 긍정적인 역할이라 그런지 광고도 많이 찍었네
이런 의사쌤 생각보다 많음 우리 동네 어린이병원 선생님도 그러심
조정석배우 이번에 진기주배우랑 영화들어가던데 ㅎ잘부탁합니다♡
응팔 도뇽룡 아빠 유재명 카메오 앞뒤로 나오넹
여기 나온 의사쌤들 비현실적이라고 하지만.. 그제 백신 맞은 가까운 동네 병원 의사쌤도 친절하시더라 🤗
시즌 3안하면 저 죽어요사람하나 살리는 셈 치고 시즌 3 해주세요ㅠㅠ
수도권
슬기로운 의사생활 9화 시청률 전국
슬의에서 나오는 의사들은 현실엔 없다는것.드라마로 만족합니다
익준오빠의 빅픽처
익준 오빠의 배려
익준남매는 천생적으로 유쾌상쾌통쾌
그래도 한순간의 사고로 응급실에 도착해도 안타까운 죽음을 맞이한다는것
응급실의 생과 사의 길 .. 한장면이 떠오른다 바로 옆에서 cpr 하던 의사쌤들의 노력애도 끝내 의식 잃고 돌아가신 분 그분을 잊을수 없다 죽음에 대한 공포를 직접 봤던 .. 그리고 울부짖던 보호자분 응급실의 긴박한 순간.. 되도록이면 병원 갈 일이 없게 몸관리 해야 한라는걸..
너무너무 감동이 넘치는 드라마이네요 계속 했음 좋겠어요 정경호님의 회상 ~산울림 노래인데 이렇게 좋았나여 빨리 발매 기다려요.ost까지도 짱이네요 설레이네요~~
당연히 지지 전탁구 선수들 하고 탁구를 치는데
물뿌리기 ㅋㅋㅋㅋㅋ
겨울이 우는겨 다음주에
현정화 말고 남자도 탁구 했던데
현정화도 카메오
전개인 적으로 슬3나왔으면좋겠어요
넌내게 반했어 음원 안나오나나는 너 좋아 보다 빠르던데전미도가 음원 부르나넌내게 반했어 고음에 록 음악 아닌가
어제 아까비 본사 놓쳐서 다시보기 하는데 탁구대회 익준쌤 듀스춤 웃겨요
오늘 오후 12시 정경호 회상 발매예정 어제 나온곡 노브레인- 넌내게 반했어
인턴이 장겨울 좋아하는듯요
법조드라마도 이렇게 다큐식으로 만들어라. 허무맹랑한 판검사변호사만 나오고...
어제 나온 노래들 제목 알려주세요ㅠ
카메오 유재명님 출연했네
민하야~~1x의 고백이 남았어~🧸

슬의 의학다큐 nope. 애드립쇼 nope nope. 삼류드 절대 nono.병원배경 들마를 의학다큐로 착각하나바. . .
시즌은 계속되어야합니다.정말 따뜻하고 마음도 짠하고.희망과 감동을 주는.너무 멋진 드라마입니다.
사람 사는 희노애락을 발란스 있게 구성한 슬의 제작진과 출연진 모두 넘 감사드려요👏👏👏👏
🐻 🐻 🐻 🐻 ㅎㅎ
병원과 수술만 나오면 재미없는데,.. 인간적인 살아가가는 모습과 에피소드들도 같이 나오니 넘 좋고 재미있고 감동적입니다슬의생 감사합니다!!~
너무너무 재미있답니다매주 목요일 기다려져요
졸지에 삼류 드라마로 바뀜.이게 의학 다큐인지 에드립쇼인지… 안타깝습니다 신원호 피디님.
곰돌~~~킹왕똥멍충 하자말자~~~*
우쥬우쥬~~~~*분량 많음 좋겠당~~🍭
보기만해두 좋으당~~~🍭
심쿵~~~~*
희성쌤 쭉 시즌3까지 계속 출연 원해여. 스크럽 넘 잘 어울림.
익준이 쌘스 진짜 어쩔거야... 가장 친한 친구랑 가장 사랑하는 동생이 힘들어하는거 보고 말 없이 챙겨주고 지켜주고 가장 좋아하는 사람에게도 불편하지 않게 숨어서 도와주고 적당히 거리두고 매력넘쳐.. 참된인간이다 진짜 부족한게 머임...?
진짜 익준이랑 추쌤같은 친구 있으면 너무 행복할듯 평생 친구 삼고 싶을 정도로 좋아...ㅠ
익준이진짜 멋있다
복식은 반갈아가며 쳐야하는데 유재명 배우 혼자 계속 쳐서 실격
영상의학과 간담췌외과 탁구 왜 실격인거에요?
익송커플 너무 좋아요...
익준씨 너무 멋져요.. 동생을 위해 ㅠㅠ
송화도 익준씨를 좋아하고 있었네요ㅠㅠ 그 채송화 이익준커플 잘됬음 좋겠어요
전 이제야 봤네여ㅠㅠ
넌내게 반했어
밴드곡모죵
오늘 밴드곡 뭐였나요?
저도 이만 자러가봐야겟네요 ㅎㅎ 해피님 소년님 대화 너무 좋앗어요두분 모두 건강하시구 행복하세요! 안녕!
네 우리 모두 잘자요
중간에는 cg더라구요
채현님 좋은 꿈 꾸기 약속
ㅎㅎ 다들 잘자요♡
준완이 있을때 익준이가 일부러 문자보낸 센스 칭찬해 ~~ ㅎㅎ
아까 탁구 cg인줄모르고 와 되게 잘친다 뭐야 이러고 혼자 감탄하고 잇엇네요 전 ㅋㅋ
저도 가볼게요해피님 남규님 소년님 대화 감사해용 ㅎㅎㅎ 잘자요❤️
와~ 감사합니다
그런대사였군요 저도 잘 못들었는데 감사요 ㅋ 넘 빨리끝나서 땀을 안흘렸으니...이런 ㅠ ㅋㅋㅋ
오 저도 잘 못들었는데 감사용 ㅎㅎㅎ
샤워안해도 될 것 같다라고 했어요~
너무 좋다~~~~
너무 훈훈들 하셔~^^
채현님 전원일기 ㅋㅋㅋㅋㅋ 시즌 10 가나요
까꿍님 꿀잠요
네 우리 모두 잘자고 최고의 아내 남편이 됩시다 ㅋ
까꿍님 좋은 꿈 꾸세요❤️
전 갠적으로 다 잼있음 코믹한부분은 그나름대로 환자들과의 장면은 생각하게 해줘서 좋고 다 좋았어요
전원일기처럼 오래해주셨음~~~지루해도 목요일이 낙이에용 ㅎㅎㅎ
이제 자야겠네요 다들 좋은밤요~
주세혁 현정화님 뭐라고 하신거에요?? ㅠㅠ 대사가 잘 안 들려요 ㅠㅠ
역시 누군가는 재미있게 본 회차도 누군ㄱㅏ에게는 지루하기만 할수 잇는거겠죠
슬의생3 꼭이요^^요즘 슬의생보는 낙에 삽니다!!!!!
시청률 12.8
담주에겨울이울던데...정원이한테얘기하려나?
익준의 본캐가 너무 인간적이고 긍정적인 역할이라 그런지 광고도 많이 찍었네
이런 의사쌤 생각보다 많음 우리 동네 어린이병원 선생님도 그러심
조정석배우 이번에 진기주배우랑 영화들어가던데 ㅎ잘부탁합니다♡
응팔 도뇽룡 아빠 유재명 카메오 앞뒤로 나오넹
여기 나온 의사쌤들 비현실적이라고 하지만.. 그제 백신 맞은 가까운 동네 병원 의사쌤도 친절하시더라 🤗
시즌 3안하면 저 죽어요사람하나 살리는 셈 치고 시즌 3 해주세요ㅠㅠ
수도권
슬기로운 의사생활 9화 시청률 전국
슬의에서 나오는 의사들은 현실엔 없다는것.드라마로 만족합니다
익준오빠의 빅픽처
익준 오빠의 배려
익준남매는 천생적으로 유쾌상쾌통쾌
그래도 한순간의 사고로 응급실에 도착해도 안타까운 죽음을 맞이한다는것
응급실의 생과 사의 길 .. 한장면이 떠오른다 바로 옆에서 cpr 하던 의사쌤들의 노력애도 끝내 의식 잃고 돌아가신 분 그분을 잊을수 없다 죽음에 대한 공포를 직접 봤던 .. 그리고 울부짖던 보호자분 응급실의 긴박한 순간.. 되도록이면 병원 갈 일이 없게 몸관리 해야 한라는걸..
너무너무 감동이 넘치는 드라마이네요 계속 했음 좋겠어요 정경호님의 회상 ~산울림 노래인데 이렇게 좋았나여 빨리 발매 기다려요.ost까지도 짱이네요 설레이네요~~
당연히 지지 전탁구 선수들 하고 탁구를 치는데
물뿌리기 ㅋㅋㅋㅋㅋ
겨울이 우는겨 다음주에
현정화 말고 남자도 탁구 했던데
현정화도 카메오
전개인 적으로 슬3나왔으면좋겠어요
넌내게 반했어 음원 안나오나나는 너 좋아 보다 빠르던데전미도가 음원 부르나넌내게 반했어 고음에 록 음악 아닌가
어제 아까비 본사 놓쳐서 다시보기 하는데 탁구대회 익준쌤 듀스춤 웃겨요
오늘 오후 12시 정경호 회상 발매예정 어제 나온곡 노브레인- 넌내게 반했어
인턴이 장겨울 좋아하는듯요
법조드라마도 이렇게 다큐식으로 만들어라. 허무맹랑한 판검사변호사만 나오고...
어제 나온 노래들 제목 알려주세요ㅠ
카메오 유재명님 출연했네
민하야~~1x의 고백이 남았어~🧸

슬의 의학다큐 nope. 애드립쇼 nope nope. 삼류드 절대 nono.병원배경 들마를 의학다큐로 착각하나바. . .
시즌은 계속되어야합니다.정말 따뜻하고 마음도 짠하고.희망과 감동을 주는.너무 멋진 드라마입니다.
사람 사는 희노애락을 발란스 있게 구성한 슬의 제작진과 출연진 모두 넘 감사드려요👏👏👏👏
🐻 🐻 🐻 🐻 ㅎㅎ
병원과 수술만 나오면 재미없는데,.. 인간적인 살아가가는 모습과 에피소드들도 같이 나오니 넘 좋고 재미있고 감동적입니다슬의생 감사합니다!!~
너무너무 재미있답니다매주 목요일 기다려져요
졸지에 삼류 드라마로 바뀜.이게 의학 다큐인지 에드립쇼인지… 안타깝습니다 신원호 피디님.
곰돌~~~킹왕똥멍충 하자말자~~~*
우쥬우쥬~~~~*분량 많음 좋겠당~~🍭
보기만해두 좋으당~~~🍭
심쿵~~~~*
희성쌤 쭉 시즌3까지 계속 출연 원해여. 스크럽 넘 잘 어울림.
익준이 쌘스 진짜 어쩔거야... 가장 친한 친구랑 가장 사랑하는 동생이 힘들어하는거 보고 말 없이 챙겨주고 지켜주고 가장 좋아하는 사람에게도 불편하지 않게 숨어서 도와주고 적당히 거리두고 매력넘쳐.. 참된인간이다 진짜 부족한게 머임...?
진짜 익준이랑 추쌤같은 친구 있으면 너무 행복할듯 평생 친구 삼고 싶을 정도로 좋아...ㅠ
익준이진짜 멋있다
복식은 반갈아가며 쳐야하는데 유재명 배우 혼자 계속 쳐서 실격
영상의학과 간담췌외과 탁구 왜 실격인거에요?
익송커플 너무 좋아요...
익준씨 너무 멋져요.. 동생을 위해 ㅠㅠ
송화도 익준씨를 좋아하고 있었네요ㅠㅠ 그 채송화 이익준커플 잘됬음 좋겠어요
전 이제야 봤네여ㅠㅠ
넌내게 반했어
밴드곡모죵
오늘 밴드곡 뭐였나요?
저도 이만 자러가봐야겟네요 ㅎㅎ 해피님 소년님 대화 너무 좋앗어요두분 모두 건강하시구 행복하세요! 안녕!
네 우리 모두 잘자요
중간에는 cg더라구요
채현님 좋은 꿈 꾸기 약속
ㅎㅎ 다들 잘자요♡
준완이 있을때 익준이가 일부러 문자보낸 센스 칭찬해 ~~ ㅎㅎ
아까 탁구 cg인줄모르고 와 되게 잘친다 뭐야 이러고 혼자 감탄하고 잇엇네요 전 ㅋㅋ
저도 가볼게요해피님 남규님 소년님 대화 감사해용 ㅎㅎㅎ 잘자요❤️
와~ 감사합니다
그런대사였군요 저도 잘 못들었는데 감사요 ㅋ 넘 빨리끝나서 땀을 안흘렸으니...이런 ㅠ ㅋㅋㅋ
오 저도 잘 못들었는데 감사용 ㅎㅎㅎ
샤워안해도 될 것 같다라고 했어요~
너무 좋다~~~~
너무 훈훈들 하셔~^^
채현님 전원일기 ㅋㅋㅋㅋㅋ 시즌 10 가나요
까꿍님 꿀잠요
네 우리 모두 잘자고 최고의 아내 남편이 됩시다 ㅋ
까꿍님 좋은 꿈 꾸세요❤️
전 갠적으로 다 잼있음 코믹한부분은 그나름대로 환자들과의 장면은 생각하게 해줘서 좋고 다 좋았어요
전원일기처럼 오래해주셨음~~~지루해도 목요일이 낙이에용 ㅎㅎㅎ
이제 자야겠네요 다들 좋은밤요~
주세혁 현정화님 뭐라고 하신거에요?? ㅠㅠ 대사가 잘 안 들려요 ㅠㅠ
역시 누군가는 재미있게 본 회차도 누군ㄱㅏ에게는 지루하기만 할수 잇는거겠죠
그렇게 말해주고 그렇게 생각해주는 의사분들이 얼마나 되련지...
23시간 55분 정정요 ㅋㅋㅋ
23시 55분 ㅠㅠㅠ
아가들 계속 안고있음 손목 나가져 ㅠ
지루한가요? 엄청재밌던데~ 모 재미없으면 안보면 그만이죠 ㅋㅋ 전 재밌어서 매주 봐요 ㅋㅋ
신생아 간호사쌤들 파스 아대 디테일 ㅠㅜ
오늘 너무 재밌던데 ㅠㅠㅠ
맞아요 건강이 최고에요
오늘 에피소드 지루해 죽는 줄.....슬의도 시즌2까지인건가
남규님 공감합니다! 건강이 최고
조금만 밖으로 나가도 집값 싼데 서울 수도권 광역중심지가너비싸서 다른 나라 대도시 중심지는 비싸긴한데 개발 할때 지역분배를했어야하는데 단기간 실적이 중요해서 ㅎㄷㄷ
남규님 멘트 좋네요 ㅎㅎㅎ
그래서 익준이랑 송화 이어지는건ㄱ
근데 건강은 돈으로 못사더라구요. 다들 건강하자요
맞아요.. 행복은 돈으로 살수가 있죠.. ㅠㅠ 슬픈현실
처음에는 돈없어도 꽁냥 꽁냥살지만 돈이없음 그걸로 자꾸 싸움나니 돈이중요하긴하죠
까꿍님 대단하셨어~~~
그죠 신랑이 나가서 밥을 먹고 오면 안차려줘도 되니 넘 좋구 ㅋㅋ 그래서 돈잘벌고 바쁜 신랑이 최고 ㅋㅋㅋ 근데 없으면 또 보고싶어요 ㅋㅋ
행복은 돈으로 살수 있더라구요..
요즘은 ㅜ 그래여 ㅠ 돈이 앖으면 살수가 ㅜ 미친 집값 ㅠ
슬의생3 꼭이요^^요즘 슬의생보는 낙에 삽니다!!!!!
시청률 12.8
담주에겨울이울던데...정원이한테얘기하려나?
익준의 본캐가 너무 인간적이고 긍정적인 역할이라 그런지 광고도 많이 찍었네
이런 의사쌤 생각보다 많음 우리 동네 어린이병원 선생님도 그러심
조정석배우 이번에 진기주배우랑 영화들어가던데 ㅎ잘부탁합니다♡
응팔 도뇽룡 아빠 유재명 카메오 앞뒤로 나오넹
여기 나온 의사쌤들 비현실적이라고 하지만.. 그제 백신 맞은 가까운 동네 병원 의사쌤도 친절하시더라 🤗
시즌 3안하면 저 죽어요사람하나 살리는 셈 치고 시즌 3 해주세요ㅠㅠ
수도권
슬기로운 의사생활 9화 시청률 전국
슬의에서 나오는 의사들은 현실엔 없다는것.드라마로 만족합니다
익준오빠의 빅픽처
익준 오빠의 배려
익준남매는 천생적으로 유쾌상쾌통쾌
그래도 한순간의 사고로 응급실에 도착해도 안타까운 죽음을 맞이한다는것
응급실의 생과 사의 길 .. 한장면이 떠오른다 바로 옆에서 cpr 하던 의사쌤들의 노력애도 끝내 의식 잃고 돌아가신 분 그분을 잊을수 없다 죽음에 대한 공포를 직접 봤던 .. 그리고 울부짖던 보호자분 응급실의 긴박한 순간.. 되도록이면 병원 갈 일이 없게 몸관리 해야 한라는걸..
너무너무 감동이 넘치는 드라마이네요 계속 했음 좋겠어요 정경호님의 회상 ~산울림 노래인데 이렇게 좋았나여 빨리 발매 기다려요.ost까지도 짱이네요 설레이네요~~
당연히 지지 전탁구 선수들 하고 탁구를 치는데
물뿌리기 ㅋㅋㅋㅋㅋ
겨울이 우는겨 다음주에
현정화 말고 남자도 탁구 했던데
현정화도 카메오
전개인 적으로 슬3나왔으면좋겠어요
넌내게 반했어 음원 안나오나나는 너 좋아 보다 빠르던데전미도가 음원 부르나넌내게 반했어 고음에 록 음악 아닌가
어제 아까비 본사 놓쳐서 다시보기 하는데 탁구대회 익준쌤 듀스춤 웃겨요
오늘 오후 12시 정경호 회상 발매예정 어제 나온곡 노브레인- 넌내게 반했어
인턴이 장겨울 좋아하는듯요
법조드라마도 이렇게 다큐식으로 만들어라. 허무맹랑한 판검사변호사만 나오고...
어제 나온 노래들 제목 알려주세요ㅠ
카메오 유재명님 출연했네
민하야~~1x의 고백이 남았어~🧸

슬의 의학다큐 nope. 애드립쇼 nope nope. 삼류드 절대 nono.병원배경 들마를 의학다큐로 착각하나바. . .
시즌은 계속되어야합니다.정말 따뜻하고 마음도 짠하고.희망과 감동을 주는.너무 멋진 드라마입니다.
